"pub_date","date_type","href","title","lan"
"16.05.2025","pdf","/bfe/de/home/news-und-medien/publikationen.exturl.html/aHR0cHM6Ly9wdWJkYi5iZmUuYWRtaW4uY2gvZGUvcHVibGljYX/Rpb24vZG93bmxvYWQvMTA5MzU=.html","Zielvereinbarungen mit dem Bund zur Steigerung der Energieeffizienz und Verminderung der CO2-Emissionen","DE"
"16.05.2025","pdf","/bfe/de/home/news-und-medien/publikationen.exturl.html/aHR0cHM6Ly9wdWJkYi5iZmUuYWRtaW4uY2gvZGUvcHVibGljYX/Rpb24vZG93bmxvYWQvMTIxMjA=.html","Präsentationen Webinar Solarthermie für Prozesswärme – neues Förderprogramm","DE"
"16.05.2025","pdf","/bfe/de/home/news-und-medien/publikationen.exturl.html/aHR0cHM6Ly9wdWJkYi5iZmUuYWRtaW4uY2gvZGUvcHVibGljYX/Rpb24vZG93bmxvYWQvMTIyMDE=.html","Arbeitsgruppe des Bundes für die nukleare Entsorgung (Agneb) - Tätigkeitsbericht 2024 einschliesslich Forschungsübersicht und Stand des Umgangs mit den Empfehlungen der KNS","DE"
"15.05.2025","pdf","/bfe/de/home/news-und-medien/publikationen.exturl.html/aHR0cHM6Ly9wdWJkYi5iZmUuYWRtaW4uY2gvZGUvcHVibGljYX/Rpb24vZG93bmxvYWQvMTE5NjU=.html","Dialog schafft Raum für kreative Beschaffung","DE"
"15.05.2025","pdf","/bfe/de/home/news-und-medien/publikationen.exturl.html/aHR0cHM6Ly9wdWJkYi5iZmUuYWRtaW4uY2gvZGUvcHVibGljYX/Rpb24vZG93bmxvYWQvMTIxMTg=.html","Windkraft: Gefahr für Fledermäuse erkennen","DE"
"14.05.2025","pdf","/bfe/de/home/news-und-medien/publikationen.exturl.html/aHR0cHM6Ly9wdWJkYi5iZmUuYWRtaW4uY2gvZW4vcHVibGljYX/Rpb24vZG93bmxvYWQvOTk0OQ==.html","Research programme Geoenergy","EN"
"13.05.2025","pdf","/bfe/de/home/news-und-medien/publikationen.exturl.html/aHR0cHM6Ly9wdWJkYi5iZmUuYWRtaW4uY2gvZnIvcHVibGljYX/Rpb24vZG93bmxvYWQvMTIxMjE=.html","Webinaire Solaire thermique pour la chaleur industrielle – nouveau programme de soutien","FR"
"12.05.2025","pdf","/bfe/de/home/news-und-medien/publikationen.exturl.html/aHR0cHM6Ly9wdWJkYi5iZmUuYWRtaW4uY2gvZGUvcHVibGljYX/Rpb24vZG93bmxvYWQvMTIxMTY=.html","Versorgungssicherheit und Wettbewerbsentwicklungen unter dem StromVG und der StromVV","DE"
"08.05.2025","pdf","/bfe/de/home/news-und-medien/publikationen.exturl.html/aHR0cHM6Ly9wdWJkYi5iZmUuYWRtaW4uY2gvZGUvcHVibGljYX/Rpb24vZG93bmxvYWQvMTIxMTA=.html","Ein Verbrenner ohne direkte CO2-Emissionen","DE"
"08.05.2025","pdf","/bfe/de/home/news-und-medien/publikationen.exturl.html/aHR0cHM6Ly9wdWJkYi5iZmUuYWRtaW4uY2gvZGUvcHVibGljYX/Rpb24vZG93bmxvYWQvMTIxMTE=.html","Informationen aus erster Hand","DE"
"07.05.2025","pdf","/bfe/de/home/news-und-medien/publikationen.exturl.html/aHR0cHM6Ly9wdWJkYi5iZmUuYWRtaW4uY2gvZGUvcHVibGljYX/Rpb24vZG93bmxvYWQvMTIwMDU=.html","Beratende Netto-Null-Fahrpläne","DE"
"05.05.2025","pdf","/bfe/de/home/news-und-medien/publikationen.exturl.html/aHR0cHM6Ly9wdWJkYi5iZmUuYWRtaW4uY2gvZGUvcHVibGljYX/Rpb24vZG93bmxvYWQvOTIw.html","Wasserkraftanlagen der Schweiz. Entwicklung der Leistung und der mittleren Produktionserwartung 1913 – 2024","DE"
"05.05.2025","pdf","/bfe/de/home/news-und-medien/publikationen.exturl.html/aHR0cHM6Ly9wdWJkYi5iZmUuYWRtaW4uY2gvZGUvcHVibGljYX/Rpb24vZG93bmxvYWQvMTIxMDk=.html","Im Bau, in Betrieb, im Umbau und stillgelegte Zentralen per 31.12.2024","DE"
"02.05.2025","pdf","/bfe/de/home/news-und-medien/publikationen.exturl.html/aHR0cHM6Ly9wdWJkYi5iZmUuYWRtaW4uY2gvZGUvcHVibGljYX/Rpb24vZG93bmxvYWQvMTIxMDA=.html","900 Leitungszug Flumenthal-Froloo, Festsetzung Planungskorridor, Objektblatt","DE"
"02.05.2025","pdf","/bfe/de/home/news-und-medien/publikationen.exturl.html/aHR0cHM6Ly9wdWJkYi5iZmUuYWRtaW4uY2gvZGUvcHVibGljYX/Rpb24vZG93bmxvYWQvMTIxMDE=.html","900 Leitungszug Flumenthal-Froloo, Festsetzung Planungskorridor, Erläuternder Bericht","DE"
"01.05.2025","pdf","/bfe/de/home/news-und-medien/publikationen.exturl.html/aHR0cHM6Ly9wdWJkYi5iZmUuYWRtaW4uY2gvZGUvcHVibGljYX/Rpb24vZG93bmxvYWQvMTEzMjY=.html","Anforderungen für neue Einzelraumheizgeräte","DE"
"01.05.2025","pdf","/bfe/de/home/news-und-medien/publikationen.exturl.html/aHR0cHM6Ly9wdWJkYi5iZmUuYWRtaW4uY2gvZGUvcHVibGljYX/Rpb24vZG93bmxvYWQvMTE3NDU=.html","Formular zur Eingabe von Projekten zur nachhaltigen Mobilität in Unternehmen","DE"
"01.05.2025","pdf","/bfe/de/home/news-und-medien/publikationen.exturl.html/aHR0cHM6Ly9wdWJkYi5iZmUuYWRtaW4uY2gvZGUvcHVibGljYX/Rpb24vZG93bmxvYWQvMTE3NDQ=.html","Ausschreibung: Nachhaltige Mobilität in Unternehmen","DE"
"01.05.2025","pdf","/bfe/de/home/news-und-medien/publikationen.exturl.html/aHR0cHM6Ly9wdWJkYi5iZmUuYWRtaW4uY2gvZGUvcHVibGljYX/Rpb24vZG93bmxvYWQvMTIxNzc=.html","Rahmenbewilligungsgesuch für das geologische Tiefenlager – Umweltverträglichkeitsbericht 1. Stufe mit Pflichtenheft für die 2. Stufe","DE"
"01.05.2025","pdf","/bfe/de/home/news-und-medien/publikationen.exturl.html/aHR0cHM6Ly9wdWJkYi5iZmUuYWRtaW4uY2gvZGUvcHVibGljYX/Rpb24vZG93bmxvYWQvMTIxNjQ=.html","Wärmepumpen-Systemmodul (WPSM)","DE"
"01.05.2025","pdf","/bfe/de/home/news-und-medien/publikationen.exturl.html/aHR0cHM6Ly9wdWJkYi5iZmUuYWRtaW4uY2gvZGUvcHVibGljYX/Rpb24vZG93bmxvYWQvMTIxODM=.html","Rahmenbewilligungsgesuch für eine Brennelementverpackungsanlage – Sicherheitsbericht","DE"
"01.05.2025","pdf","/bfe/de/home/news-und-medien/publikationen.exturl.html/aHR0cHM6Ly9wdWJkYi5iZmUuYWRtaW4uY2gvZGUvcHVibGljYX/Rpb24vZG93bmxvYWQvMTIxNzU=.html","Rahmenbewilligungsgesuch für das geologische Tiefenlager – Sicherheitsbericht","DE"
"01.05.2025","pdf","/bfe/de/home/news-und-medien/publikationen.exturl.html/aHR0cHM6Ly9wdWJkYi5iZmUuYWRtaW4uY2gvZGUvcHVibGljYX/Rpb24vZG93bmxvYWQvMTIxNzI=.html","Erläuterungsbericht zu den Rahmenbewilligungsgesuchen","DE"
"01.05.2025","pdf","/bfe/de/home/news-und-medien/publikationen.exturl.html/aHR0cHM6Ly9wdWJkYi5iZmUuYWRtaW4uY2gvZGUvcHVibGljYX/Rpb24vZG93bmxvYWQvMTIxNzQ=.html","Rahmenbewilligungsgesuch für das geologische Tiefenlager – Konzept für die Stilllegung der Oberflächenanlage","DE"
"01.05.2025","pdf","/bfe/de/home/news-und-medien/publikationen.exturl.html/aHR0cHM6Ly9wdWJkYi5iZmUuYWRtaW4uY2gvZGUvcHVibGljYX/Rpb24vZG93bmxvYWQvMTIxODE=.html","Erläuterungsbericht zu den Rahmenbewilligungsgesuchen","DE"
"01.05.2025","pdf","/bfe/de/home/news-und-medien/publikationen.exturl.html/aHR0cHM6Ly9wdWJkYi5iZmUuYWRtaW4uY2gvZGUvcHVibGljYX/Rpb24vZG93bmxvYWQvMTIxNzY=.html","Rahmenbewilligungsgesuch für das geologische Tiefenlager - Sicherungsbericht","DE"
"01.05.2025","pdf","/bfe/de/home/news-und-medien/publikationen.exturl.html/aHR0cHM6Ly9wdWJkYi5iZmUuYWRtaW4uY2gvZGUvcHVibGljYX/Rpb24vZG93bmxvYWQvMTIxODI=.html","Rahmenbewilligungsgesuch für eine Brennelementverpackungsanlage – Konzept für die Stilllegung","DE"
"01.05.2025","pdf","/bfe/de/home/news-und-medien/publikationen.exturl.html/aHR0cHM6Ly9wdWJkYi5iZmUuYWRtaW4uY2gvZGUvcHVibGljYX/Rpb24vZG93bmxvYWQvMTIxNzE=.html","Rahmenbewilligungsgesuch für das geologische Tiefenlager – Begründung der Standortwahl","DE"
"01.05.2025","pdf","/bfe/de/home/news-und-medien/publikationen.exturl.html/aHR0cHM6Ly9wdWJkYi5iZmUuYWRtaW4uY2gvZGUvcHVibGljYX/Rpb24vZG93bmxvYWQvMTIxODU=.html","Rahmenbewilligungsgesuch für eine Brennelementverpackungsanlage – Umweltverträglichkeitsbericht 1. Stufe mit Pflichtenheft für die 2. Stufe","DE"
"01.05.2025","pdf","/bfe/de/home/news-und-medien/publikationen.exturl.html/aHR0cHM6Ly9wdWJkYi5iZmUuYWRtaW4uY2gvZGUvcHVibGljYX/Rpb24vZG93bmxvYWQvMTIxNzM=.html","Rahmenbewilligungsgesuch für das geologische Tiefenlager – Integrales Überwachungskonzept","DE"
"01.05.2025","pdf","/bfe/de/home/news-und-medien/publikationen.exturl.html/aHR0cHM6Ly9wdWJkYi5iZmUuYWRtaW4uY2gvZGUvcHVibGljYX/Rpb24vZG93bmxvYWQvMTIxOTY=.html","Rahmenbewilligungsgesuch für das geologische Tiefenlager – Bericht über die Abstimmung mit der Raumplanung","DE"
"01.05.2025","pdf","/bfe/de/home/news-und-medien/publikationen.exturl.html/aHR0cHM6Ly9wdWJkYi5iZmUuYWRtaW4uY2gvZGUvcHVibGljYX/Rpb24vZG93bmxvYWQvMTIxODQ=.html","Rahmenbewilligungsgesuch für eine Brennelementverpackungsanlage – Sicherungsbericht","DE"
"30.04.2025","pdf","/bfe/de/home/news-und-medien/publikationen.exturl.html/aHR0cHM6Ly9wdWJkYi5iZmUuYWRtaW4uY2gvZGUvcHVibGljYX/Rpb24vZG93bmxvYWQvMTE3MTc=.html","Bestehende und im Bau befindliche Zentralen (Zusammenstellung) per 31.12.2024","DE"
"30.04.2025","pdf","/bfe/de/home/news-und-medien/publikationen.exturl.html/aHR0cHM6Ly9wdWJkYi5iZmUuYWRtaW4uY2gvZGUvcHVibGljYX/Rpb24vZG93bmxvYWQvMTIwOTg=.html","Forschungsprogramm Elektrizität","DE"
"30.04.2025","pdf","/bfe/de/home/news-und-medien/publikationen.exturl.html/aHR0cHM6Ly9wdWJkYi5iZmUuYWRtaW4uY2gvZGUvcHVibGljYX/Rpb24vZG93bmxvYWQvMTIxMDU=.html","Künstliche Intelligenz in der Energieversorgung","DE"
"30.04.2025","pdf","/bfe/de/home/news-und-medien/publikationen.exturl.html/aHR0cHM6Ly9wdWJkYi5iZmUuYWRtaW4uY2gvZGUvcHVibGljYX/Rpb24vZG93bmxvYWQvMTIxODY=.html","Zwischenverfügung Ergebnis der Vollständigkeitsprüfung betreffend die Rahmenbewilligungsgesuchsunterlagen für ein geologisches Tiefenlager","DE"
"29.04.2025","pdf","/bfe/de/home/news-und-medien/publikationen.exturl.html/aHR0cHM6Ly9wdWJkYi5iZmUuYWRtaW4uY2gvZGUvcHVibGljYX/Rpb24vZG93bmxvYWQvODE3Mg==.html","Richtlinie über die Sicherheit der Stauanlagen","DE"
"29.04.2025","pdf","/bfe/de/home/news-und-medien/publikationen.exturl.html/aHR0cHM6Ly9wdWJkYi5iZmUuYWRtaW4uY2gvZGUvcHVibGljYX/Rpb24vZG93bmxvYWQvMTIxMDY=.html","Webinar: Branchenfahrpläne und -programme","DE"
"29.04.2025","pdf","/bfe/de/home/news-und-medien/publikationen.exturl.html/aHR0cHM6Ly9wdWJkYi5iZmUuYWRtaW4uY2gvZGUvcHVibGljYX/Rpb24vZG93bmxvYWQvMTIxODg=.html","Stellungnahme des BAFU - Nagra: Geologisches Tiefenlager Nördlich Lägern, Rahmenbewilligungsverfahren, mit UVP, UVB, Vollständigkeitsprüfung","DE"
"25.04.2025","pdf","/bfe/de/home/news-und-medien/publikationen.exturl.html/aHR0cHM6Ly9wdWJkYi5iZmUuYWRtaW4uY2gvZGUvcHVibGljYX/Rpb24vZG93bmxvYWQvMTIwOTI=.html","Fragen und Antworten zum Aufruf zur Projekteingabe im Forschungsprogramm „Solarthermie und Wärmespeicherung“","DE"
"24.04.2025","pdf","/bfe/de/home/news-und-medien/publikationen.exturl.html/aHR0cHM6Ly9wdWJkYi5iZmUuYWRtaW4uY2gvZGUvcHVibGljYX/Rpb24vZG93bmxvYWQvMTE3MTI=.html","News aus der Wärmepumpen-Forschung – Programm Tagung 12.06.2025","DE"
"24.04.2025","pdf","/bfe/de/home/news-und-medien/publikationen.exturl.html/aHR0cHM6Ly9wdWJkYi5iZmUuYWRtaW4uY2gvZGUvcHVibGljYX/Rpb24vZG93bmxvYWQvMTIxMTM=.html","Optimale Energienutzung von KVA-Abfällen durch saisonale Zwischenlagerung","DE"
"17.04.2025","pdf","/bfe/de/home/news-und-medien/publikationen.exturl.html/aHR0cHM6Ly9wdWJkYi5iZmUuYWRtaW4uY2gvZGUvcHVibGljYX/Rpb24vZG93bmxvYWQvMTAxNDM=.html","Schweizer Kernmaterialbestände im Ausland","DE"
"16.04.2025","pdf","/bfe/de/home/news-und-medien/publikationen.exturl.html/aHR0cHM6Ly9wdWJkYi5iZmUuYWRtaW4uY2gvZGUvcHVibGljYX/Rpb24vZG93bmxvYWQvMTIwODc=.html","Programm Kleinwasserkraftwerke - Newsletter Nr. 55","DE"
"15.04.2025","pdf","/bfe/de/home/news-und-medien/publikationen.exturl.html/aHR0cHM6Ly9wdWJkYi5iZmUuYWRtaW4uY2gvZW4vcHVibGljYX/Rpb24vZG93bmxvYWQvMTIwOTA=.html","Assessment of the Swissgrid study on the impacts of underground cabling in EHV networks on the grid operation: “étude de câblage Suisse”","EN"
"14.04.2025","pdf","/bfe/de/home/news-und-medien/publikationen.exturl.html/aHR0cHM6Ly9wdWJkYi5iZmUuYWRtaW4uY2gvZGUvcHVibGljYX/Rpb24vZG93bmxvYWQvMTIwODI=.html","Erläuternder Bericht zur Revision vom November 2025 der Stromversorgungsverordnung und der Verordnung über die Organisation zur Sicherstellung der wirtschaftlichen Landesversorgung im Bereich der Elektrizitätswirtschaft","DE"
"14.04.2025","pdf","/bfe/de/home/news-und-medien/publikationen.exturl.html/aHR0cHM6Ly9wdWJkYi5iZmUuYWRtaW4uY2gvZGUvcHVibGljYX/Rpb24vZG93bmxvYWQvMTIwODY=.html","Verordnung über die Organisation zur Sicherstellung der wirtschaftlichen Landesversorgung im Bereich der Elektrizitätswirtschaft (VOEW)","DE"
"14.04.2025","pdf","/bfe/de/home/news-und-medien/publikationen.exturl.html/aHR0cHM6Ly9wdWJkYi5iZmUuYWRtaW4uY2gvZGUvcHVibGljYX/Rpb24vZG93bmxvYWQvMTIwODE=.html","Erläuternder Bericht zur Revision vom November 2025 der Energieverordnung","DE"
"14.04.2025","pdf","/bfe/de/home/news-und-medien/publikationen.exturl.html/aHR0cHM6Ly9wdWJkYi5iZmUuYWRtaW4uY2gvZGUvcHVibGljYX/Rpb24vZG93bmxvYWQvMTIwMDI=.html","Füllungsgrad der Speicherseen 2025, Sonntag 24h, Wochenbericht Speicherinhalt","DE"
"14.04.2025","pdf","/bfe/de/home/news-und-medien/publikationen.exturl.html/aHR0cHM6Ly9wdWJkYi5iZmUuYWRtaW4uY2gvZGUvcHVibGljYX/Rpb24vZG93bmxvYWQvMTIwODM=.html","Verordnung über die Förderung der Produktion von Elektrizität aus erneuerbaren Energien (Energieförderungsverordnung, EnFV)","DE"
"14.04.2025","pdf","/bfe/de/home/news-und-medien/publikationen.exturl.html/aHR0cHM6Ly9wdWJkYi5iZmUuYWRtaW4uY2gvZGUvcHVibGljYX/Rpb24vZG93bmxvYWQvMTIwODQ=.html","Energieverordnung (EnV)","DE"
"14.04.2025","pdf","/bfe/de/home/news-und-medien/publikationen.exturl.html/aHR0cHM6Ly9wdWJkYi5iZmUuYWRtaW4uY2gvZGUvcHVibGljYX/Rpb24vZG93bmxvYWQvMTIwODU=.html","Stromversorgungsverordnung (StromVV)","DE"
"14.04.2025","pdf","/bfe/de/home/news-und-medien/publikationen.exturl.html/aHR0cHM6Ly9wdWJkYi5iZmUuYWRtaW4uY2gvZGUvcHVibGljYX/Rpb24vZG93bmxvYWQvMTIwODA=.html","Erläuternder Bericht zur Revision vom November 2025 der Energieförderungsverordnung","DE"
"11.04.2025","pdf","/bfe/de/home/news-und-medien/publikationen.exturl.html/aHR0cHM6Ly9wdWJkYi5iZmUuYWRtaW4uY2gvZGUvcHVibGljYX/Rpb24vZG93bmxvYWQvMTIxODk=.html","Stellungnahme des ENSI zur Vollständigkeitsprüfung betreffend das Rahmenbewilligungsgesuch der Nagra gTL AG","DE"
"10.04.2025","pdf","/bfe/de/home/news-und-medien/publikationen.exturl.html/aHR0cHM6Ly9wdWJkYi5iZmUuYWRtaW4uY2gvZGUvcHVibGljYX/Rpb24vZG93bmxvYWQvMTIwNzg=.html","Webinar zum Förderprogramm Solarthermie für Prozesswärme","DE"
"10.04.2025","pdf","/bfe/de/home/news-und-medien/publikationen.exturl.html/aHR0cHM6Ly9wdWJkYi5iZmUuYWRtaW4uY2gvZGUvcHVibGljYX/Rpb24vZG93bmxvYWQvMTIwNzc=.html","Wärmepumpen machen Dampf","DE"
"10.04.2025","pdf","/bfe/de/home/news-und-medien/publikationen.exturl.html/aHR0cHM6Ly9wdWJkYi5iZmUuYWRtaW4uY2gvZGUvcHVibGljYX/Rpb24vZG93bmxvYWQvMTIwNzk=.html","Referenz-Marktpreise für die gleitende Marktprämie (gemäss Art. 30aquinquies EnFV)","DE"
"08.04.2025","pdf","/bfe/de/home/news-und-medien/publikationen.exturl.html/aHR0cHM6Ly9wdWJkYi5iZmUuYWRtaW4uY2gvZnIvcHVibGljYX/Rpb24vZG93bmxvYWQvMTE3ODY=.html","Règlement pour le Comité de Patronage de la Confédération du projet de géothermie profonde de Haute-Sorne","FR"
"07.04.2025","pdf","/bfe/de/home/news-und-medien/publikationen.exturl.html/aHR0cHM6Ly9wdWJkYi5iZmUuYWRtaW4uY2gvZGUvcHVibGljYX/Rpb24vZG93bmxvYWQvMTIwNzM=.html","Aufruf zu Projekteingaben «Herausforderungen bei der Realisierung thermischer Grossspeicher und grosser Kollektorfelder»","DE"
"07.04.2025","pdf","/bfe/de/home/news-und-medien/publikationen.exturl.html/aHR0cHM6Ly9wdWJkYi5iZmUuYWRtaW4uY2gvZGUvcHVibGljYX/Rpb24vZG93bmxvYWQvMTIwNjc=.html","CO2-Emissionsvorschriften für Lieferwagen und leichte Sattelschlepper","DE"
"07.04.2025","pdf","/bfe/de/home/news-und-medien/publikationen.exturl.html/aHR0cHM6Ly9wdWJkYi5iZmUuYWRtaW4uY2gvZGUvcHVibGljYX/Rpb24vZG93bmxvYWQvMTIxMTI=.html","Einheitliche Heizwert- und Energiekennzahlenberechnung der Schweizer KVA nach europäischem Standardverfahren","DE"
"03.04.2025","pdf","/bfe/de/home/news-und-medien/publikationen.exturl.html/aHR0cHM6Ly9wdWJkYi5iZmUuYWRtaW4uY2gvZGUvcHVibGljYX/Rpb24vZG93bmxvYWQvMTIwNjk=.html","Projektausschreibung zu CO2-Entnahme und -Speicherung, inkl. Sektorkopplung","DE"
"03.04.2025","pdf","/bfe/de/home/news-und-medien/publikationen.exturl.html/aHR0cHM6Ly9wdWJkYi5iZmUuYWRtaW4uY2gvZGUvcHVibGljYX/Rpb24vZG93bmxvYWQvMTE5Njg=.html","Förderung von neuartigen Technologien und Prozessen","DE"
"01.04.2025","pdf","/bfe/de/home/news-und-medien/publikationen.exturl.html/aHR0cHM6Ly9wdWJkYi5iZmUuYWRtaW4uY2gvZGUvcHVibGljYX/Rpb24vZG93bmxvYWQvMTIwNzA=.html","Förderung von Biomethananlagen","DE"
"01.04.2025","pdf","/bfe/de/home/news-und-medien/publikationen.exturl.html/aHR0cHM6Ly9wdWJkYi5iZmUuYWRtaW4uY2gvZGUvcHVibGljYX/Rpb24vZG93bmxvYWQvMTIwODg=.html","Energiesparempfehlungen für Schreinereien","DE"
"01.04.2025","pdf","/bfe/de/home/news-und-medien/publikationen.exturl.html/aHR0cHM6Ly9wdWJkYi5iZmUuYWRtaW4uY2gvZGUvcHVibGljYX/Rpb24vZG93bmxvYWQvODg1MQ==.html","Investitionsbeiträge für Kehrichtverbrennungs- und Schlammverbrennungsanlagen","DE"
"01.04.2025","pdf","/bfe/de/home/news-und-medien/publikationen.exturl.html/aHR0cHM6Ly9wdWJkYi5iZmUuYWRtaW4uY2gvZGUvcHVibGljYX/Rpb24vZG93bmxvYWQvMTIwNjU=.html","CO2-Emissionsvorschriften – revidierte CO2-Verordnung und weitere relevante Informationen für Grossimporteure von Personenwagen für das Referenzjahr 2025","DE"
"01.04.2025","pdf","/bfe/de/home/news-und-medien/publikationen.exturl.html/aHR0cHM6Ly9wdWJkYi5iZmUuYWRtaW4uY2gvZGUvcHVibGljYX/Rpb24vZG93bmxvYWQvMTIwNjQ=.html","CO2-Emissionsvorschriften für Personenwagen","DE"
"01.04.2025","pdf","/bfe/de/home/news-und-medien/publikationen.exturl.html/aHR0cHM6Ly9wdWJkYi5iZmUuYWRtaW4uY2gvZGUvcHVibGljYX/Rpb24vZG93bmxvYWQvMTE0ODE=.html","Preisszenarien für Einmalvergütungen und Investitionsbeiträge (Art. 29 und 71a EnG; Art. 46p, 63, 83, 87m und 87zter EnFV)","DE"
"01.04.2025","pdf","/bfe/de/home/news-und-medien/publikationen.exturl.html/aHR0cHM6Ly9wdWJkYi5iZmUuYWRtaW4uY2gvZGUvcHVibGljYX/Rpb24vZG93bmxvYWQvMTIwODk=.html","Tätigkeitsbericht 2024","DE"
"01.04.2025","pdf","/bfe/de/home/news-und-medien/publikationen.exturl.html/aHR0cHM6Ly9wdWJkYi5iZmUuYWRtaW4uY2gvZGUvcHVibGljYX/Rpb24vZG93bmxvYWQvMTIxNTI=.html","Eidgenössische Energieforschungskommission. Jahresbericht 2024","DE"
"01.04.2025","pdf","/bfe/de/home/news-und-medien/publikationen.exturl.html/aHR0cHM6Ly9wdWJkYi5iZmUuYWRtaW4uY2gvZGUvcHVibGljYX/Rpb24vZG93bmxvYWQvMTIxMzQ=.html","Gutachten zum Deutschen Stufenmodell zur Verteilung der CO2-Abgabe","DE"
"01.04.2025","pdf","/bfe/de/home/news-und-medien/publikationen.exturl.html/aHR0cHM6Ly9wdWJkYi5iZmUuYWRtaW4uY2gvZGUvcHVibGljYX/Rpb24vZG93bmxvYWQvMTIwNjY=.html","CO2-Emissionsvorschriften – revidierte CO2-Verordnung und weitere relevante Informationen für Grossimporteure von Lieferwagen und leichten Sattelschleppern für das Referenzjahr 2025","DE"
"31.03.2025","pdf","/bfe/de/home/news-und-medien/publikationen.exturl.html/aHR0cHM6Ly9wdWJkYi5iZmUuYWRtaW4uY2gvZGUvcHVibGljYX/Rpb24vZG93bmxvYWQvMTIxNTM=.html","Praxistest – Low-Cost Monitoring","DE"
"27.03.2025","pdf","/bfe/de/home/news-und-medien/publikationen.exturl.html/aHR0cHM6Ly9wdWJkYi5iZmUuYWRtaW4uY2gvZGUvcHVibGljYX/Rpb24vZG93bmxvYWQvMTIwNjA=.html","PV: Ein einziger Schalter bietet genug Schutz","DE"
"26.03.2025","pdf","/bfe/de/home/news-und-medien/publikationen.exturl.html/aHR0cHM6Ly9wdWJkYi5iZmUuYWRtaW4uY2gvZnIvcHVibGljYX/Rpb24vZG93bmxvYWQvMTIwNTk=.html","Webinaire: Loi sur le climat et l’innovation, introduction générale","FR"
"20.03.2025","pdf","/bfe/de/home/news-und-medien/publikationen.exturl.html/aHR0cHM6Ly9wdWJkYi5iZmUuYWRtaW4uY2gvZGUvcHVibGljYX/Rpb24vZG93bmxvYWQvMTE3MjY=.html","Heizsysteme: Entwicklung der Marktanteile 2011-2024","DE"
"13.03.2025","pdf","/bfe/de/home/news-und-medien/publikationen.exturl.html/aHR0cHM6Ly9wdWJkYi5iZmUuYWRtaW4uY2gvZGUvcHVibGljYX/Rpb24vZG93bmxvYWQvMTIwNDA=.html","Eisbrei speichert Energie","DE"
"12.03.2025","pdf","/bfe/de/home/news-und-medien/publikationen.exturl.html/aHR0cHM6Ly9wdWJkYi5iZmUuYWRtaW4uY2gvZGUvcHVibGljYX/Rpb24vZG93bmxvYWQvMTIwNTE=.html","Webinar: Netto-Null-Fahrpläne","DE"
"10.03.2025","pdf","/bfe/de/home/news-und-medien/publikationen.exturl.html/aHR0cHM6Ly9wdWJkYi5iZmUuYWRtaW4uY2gvZGUvcHVibGljYX/Rpb24vZG93bmxvYWQvMTAwMQ==.html","Energiefachstellen und Energieberatungsstellen","DE"
"10.03.2025","pdf","/bfe/de/home/news-und-medien/publikationen.exturl.html/aHR0cHM6Ly9wdWJkYi5iZmUuYWRtaW4uY2gvZGUvcHVibGljYX/Rpb24vZG93bmxvYWQvMTIwNTY=.html","Webinar: Effizienzsteigerungen - Meldung der früheren MAssnahmen","DE"
"10.03.2025","pdf","/bfe/de/home/news-und-medien/publikationen.exturl.html/aHR0cHM6Ly9wdWJkYi5iZmUuYWRtaW4uY2gvZGUvcHVibGljYX/Rpb24vZG93bmxvYWQvOTMwOQ==.html","Häufig gestellte Fragen zum Instrument «Marktprämie für Grosswasserkraftanlagen»","DE"
"06.03.2025","pdf","/bfe/de/home/news-und-medien/publikationen.exturl.html/aHR0cHM6Ly9wdWJkYi5iZmUuYWRtaW4uY2gvZGUvcHVibGljYX/Rpb24vZG93bmxvYWQvMTIwMzA=.html","Solarstrom vom Autodach","DE"
"06.03.2025","pdf","/bfe/de/home/news-und-medien/publikationen.exturl.html/aHR0cHM6Ly9wdWJkYi5iZmUuYWRtaW4uY2gvZGUvcHVibGljYX/Rpb24vZG93bmxvYWQvMTIwNDU=.html","Stromkennzeichnung 2024: ""Geförderter Strom""","DE"
"04.03.2025","pdf","/bfe/de/home/news-und-medien/publikationen.exturl.html/aHR0cHM6Ly9wdWJkYi5iZmUuYWRtaW4uY2gvZGUvcHVibGljYX/Rpb24vZG93bmxvYWQvMTE0MTk=.html","Werden Sie Partner von PEIK","DE"
"04.03.2025","pdf","/bfe/de/home/news-und-medien/publikationen.exturl.html/aHR0cHM6Ly9wdWJkYi5iZmUuYWRtaW4uY2gvZGUvcHVibGljYX/Rpb24vZG93bmxvYWQvMTIwNDQ=.html","Schätzung des Energieverbrauchs der Schweiz im Jahr 2024","DE"
"03.03.2025","pdf","/bfe/de/home/news-und-medien/publikationen.exturl.html/aHR0cHM6Ly9wdWJkYi5iZmUuYWRtaW4uY2gvZGUvcHVibGljYX/Rpb24vZG93bmxvYWQvMTIwNTU=.html","Webinar: Effizienzsteigerungen - Meldung der Jahreszahlen","DE"
"03.03.2025","pdf","/bfe/de/home/news-und-medien/publikationen.exturl.html/aHR0cHM6Ly9wdWJkYi5iZmUuYWRtaW4uY2gvZGUvcHVibGljYX/Rpb24vZG93bmxvYWQvMTIwNDk=.html","sumo-Booklet","DE"
"01.03.2025","pdf","/bfe/de/home/news-und-medien/publikationen.exturl.html/aHR0cHM6Ly9wdWJkYi5iZmUuYWRtaW4uY2gvZGUvcHVibGljYX/Rpb24vZG93bmxvYWQvNjQ3Mw==.html","Energieeffizient kühlen","DE"
